ID,Total Rarity Score,Rarity,Background,Rarity,Back Accessory,Rarity,Body,Rarity,Clothes,Rarity,Mouth,Rarity,Eyes,Rarity,Wield,Rarity,Accessory,Rarity,Head,Rarity,Earring,Rarity
00437,148.7547244,651,Sacre Bleu,29.13043478,None,1.942028986,Yellow,10,Holiday Suit,23.92857143,Grin,8.58974359,Angry Purple,10.15151515,Tie Dye Wine,14.25531915,Gold Chain Necklace,14.88888889,Cowboy Hat,21.61290323,Ergo Chain,14.25531915
00438,284.5801479,89,Bloodshot,35.26315789,Demon Wings,51.53846154,Teal,8.815789474,Lab Coat No2,22.33333333,Gold Tooth,14.25531915,Kawaii,47.85714286,Basketball,30.45454545,Red Scouter,37.22222222,Headband,21.61290323,Diamond Stud,15.22727273
00439,153.6461711,636,Crime Scene,29.13043478,None,1.942028986,Brown,11.3559322,White Suit,16.34146341,Smirk,11.16666667,Calm Teal,8.815789474,Cigarette,15.95238095,Reading Glasses,13.4,Ram Horns,23.92857143,Hanafudu No2,21.61290323
00440,226.2777157,245,Gum,60.90909091,Shoulder Angel,47.85714286,Purple,10.30769231,Black Suit,14.56521739,Missing Tooth,9.054054054,Crazy Blue,9.305555556,Cupcake,25.76923077,Red Collar,12.64150943,Headband,21.61290323,Ergo Chain,14.25531915
00441,253.6570452,146,Bloodshot,35.26315789,Green Parrot,21.5,Brown,11.3559322,Green Ninja Armor,74.44444444,Sharp,9.178082192,Assassin Gray,13.1372549,Red Wine,17.17948718,Green Scouter,44.66666667,Rambo,23.10344828,None,3.828571429
00442,339.3124524,38,Cloud Light,55.83333333,Blue Parrot,37.22222222,Orange,8.701298701,Negan Jacket,41.875,Missing Tooth,9.054054054,Calm Teal,8.815789474,Basketball,30.45454545,Rudolph,74.44444444,Xmas Lights,39.41176471,Hanafudu No1,33.5
00443,231.8156495,226,Cheap Red,29.13043478,None,1.942028986,Pink,10,Drug Rug No1,55.83333333,Screaming,10.15151515,Angry Purple,10.15151515,Candy Cane,51.53846154,Red Energy,17.63157895,Rambo,23.10344828,Spikes,22.33333333
00444,206.6380349,351,Forever Sunshine,27.91666667,Bumble Bee,55.83333333,Orange,8.701298701,Ronin Black,16.34146341,Screaming,10.15151515,Crazy Blue,9.305555556,Tie Dye Wine,14.25531915,Blue Energy,18.10810811,Blue Afro,27.91666667,Safety Pin,18.10810811
00445,177.9069059,525,Score Line,30.45454545,Red Parrot,18.10810811,Orange,8.701298701,Black Suit,14.56521739,Tongue Tied,14.88888889,Calm Purple,6.633663366,Snowball,20.3030303,Red Collar,12.64150943,War Helmet,31.9047619,Silver Hoop,19.70588235
00446,221.0142103,280,Clover Field,31.9047619,Nine Tales,51.53846154,Green,14.56521739,Lab Coat No2,22.33333333,Missing Tooth,9.054054054,Calm Purple,6.633663366,Spirit Gun,22.33333333,Gray Collar,16.34146341,Orange Afro,29.13043478,Gold Hoop,17.17948718
00447,259.1043318,128,Monochrome,27.91666667,None,1.942028986,Orange,8.701298701,Lab Coat No1,20.9375,Flopped,11.96428571,Calm Teal,8.815789474,Wolverine,12.40740741,Silver Chain Necklace,10.80645161,Super Blonde,134,Hanafudu No2,21.61290323
00448,199.1005051,397,Pinot Noir Film,31.9047619,Red Parrot,18.10810811,Orange,8.701298701,Ronin White,33.5,Missing Tooth,9.054054054,Calm Purple,6.633663366,Flame,22.33333333,Red Collar,12.64150943,Dark Ronin Hat,30.45454545,Sapphire Stud,25.76923077
00449,167.5000385,574,Pinot Noir Film,31.9047619,None,1.942028986,Blue,9.436619718,Lab Coat No1,20.9375,Sharp,9.178082192,Angry Purple,10.15151515,White Wine,13.67346939,Reading Glasses,13.4,Cowboy Hat,21.61290323,Rainbow Disco Ball,35.26315789
00450,210.5240254,332,Skinny Dip,22.33333333,None,1.942028986,Green,14.56521739,White ERGoat Shirt,19.70588235,Missing Tooth,9.054054054,Crazy Blue,9.305555556,Cocktail,22.33333333,Rudolph,74.44444444,Cowboy Hat,21.61290323,Diamond Stud,15.22727273
00451,221.3641379,277,Airline Scarf,74.44444444,Angel Wings,14.47826087,Red,11.55172414,Pink Suit,26.8,Snake,14.25531915,Calm Teal,8.815789474,Katana,13.4,Nose Scar,12.18181818,Dark Cowboy Hat,23.10344828,Spikes,22.33333333
00452,301.0034491,72,Water Hole,37.22222222,Rainbow Demon Wings,95.71428571,Orange,8.701298701,Santa,51.53846154,Missing Tooth,9.054054054,Crazy Yellow,10.15151515,Christmas Mug,15.95238095,Reading Glasses,13.4,Pink Neon Horns,33.5,Sapphire Stud,25.76923077
00453,181.5618714,515,Sunshine,31.9047619,Bow and Arrows,39.41176471,Blue,9.436619718,Black Suit,14.56521739,Flopped,11.96428571,Crazy Yellow,10.15151515,Trident,19.14285714,Gray Collar,16.34146341,Ronin Hat,24.81481481,None,3.828571429
00454,157.3991654,621,Mustard,31.9047619,None,1.942028986,Gray,8.58974359,Holiday ERGoat Shirt,31.9047619,Grin,8.58974359,Calm Teal,8.815789474,Cigarette,15.95238095,Green Energy,14.88888889,Purple Beanie,17.63157895,Gold Hoop,17.17948718
00455,295.0649338,78,Hex Orange,74.44444444,None,1.942028986,Pink,10,Tat Blasted,35.26315789,Gold Tooth,14.25531915,Kawaii,47.85714286,Dragon Ball,37.22222222,Gold Chain Necklace,14.88888889,Ram Horns,23.92857143,Rainbow Disco Ball,35.26315789
00456,165.8857589,579,Skinny Dip,22.33333333,None,1.942028986,Blue,9.436619718,White ERGoat Shirt,19.70588235,Gritted Teeth,8.933333333,Assassin Green,11.3559322,Coconut,20.9375,Gray Collar,16.34146341,Afro,29.13043478,Sapphire Stud,25.76923077
00457,236.0347814,209,Dark Pit,55.83333333,Devil Tail,37.22222222,Teal,8.815789474,Black Suit,14.56521739,Smirk,11.16666667,Crazy Yellow,10.15151515,Dragon Ball,37.22222222,Gray Collar,16.34146341,Dark Cowboy Hat,23.10344828,Hanafudu No2,21.61290323
00458,246.8775189,161,Sunshine,31.9047619,None,1.942028986,Pink,10,Drug Rug No2,95.71428571,Screaming,10.15151515,Calm Teal,8.815789474,Red Wine,17.17948718,Pentagram,29.13043478,Red Beanie,19.70588235,Spikes,22.33333333
00459,220.5758681,285,Skyism,35.26315789,Bumble Bee,55.83333333,Blue,9.436619718,Baphomet,21.61290323,Grin,8.58974359,Calm Purple,6.633663366,Trident,19.14285714,Evil Face Tattoo,19.70588235,Afro,29.13043478,Diamond Stud,15.22727273
00460,215.7872678,309,Bloodshot,35.26315789,Monkey Tail,30.45454545,Blue,9.436619718,Ronin Black,16.34146341,Snake,14.25531915,Crazy Blue,9.305555556,Necronomicon,21.61290323,Reading Glasses,13.4,Snowy Tophat,30.45454545,Off White Tag,35.26315789
00461,327.766485,43,Crime Scene,29.13043478,None,1.942028986,Orange,8.701298701,Bulls Jersey,51.53846154,Snake,14.25531915,Ergo,111.6666667,Dragon Ball,37.22222222,Bronze Medal,44.66666667,Ronin Hat,24.81481481,None,3.828571429
00462,248.5947986,158,Dark Pit,55.83333333,Green Parrot,21.5,Purple,10.30769231,Purple Hawaiian Shirt,41.875,Smirk,11.16666667,Crazy Yellow,10.15151515,Cigarette,15.95238095,Face Cuts,26.8,Flame,31.9047619,Disco Ball,23.10344828
00463,173.5791826,546,Monochrome,27.91666667,None,1.942028986,Teal,8.815789474,Holiday Suit,23.92857143,Flopped,11.96428571,Angry Purple,10.15151515,Necronomicon,21.61290323,3D Glasses No2,20.9375,Afro,29.13043478,Gold Hoop,17.17948718
00464,201.235283,381,Mustard,31.9047619,Blue Katana,30.45454545,Blue,9.436619718,Holiday ERGoat Shirt,31.9047619,Tongue Tied,14.88888889,Angry Red,11.3559322,Tie Dye Wine,14.25531915,Evil Face Tattoo,19.70588235,Pink Neon Horns,33.5,None,3.828571429
00465,222.0249067,274,Hex Orange,74.44444444,None,1.942028986,Pink,10,White Suit,16.34146341,Smirk,11.16666667,Stoned,13.1372549,Red Wine,17.17948718,3D Glasses No2,20.9375,Headband,21.61290323,Off White Tag,35.26315789
00466,157.3985316,622,Sacre Bleu,29.13043478,None,1.942028986,Blue,9.436619718,Ripped Suit,15.58139535,Sharp,9.178082192,Assassin Gray,13.1372549,Christmas Mug,15.95238095,Silver Chain Necklace,10.80645161,Orange Afro,29.13043478,Disco Ball,23.10344828
00467,294.9159418,79,Mustard,31.9047619,None,1.942028986,Pink,10,White Suit,16.34146341,Sharp,9.178082192,Dollah,167.5,Cocktail,22.33333333,Nose Scar,12.18181818,Red Beanie,19.70588235,None,3.828571429
00468,170.6356386,555,Score Line,30.45454545,Green Parrot,21.5,Teal,8.815789474,Baphomet,21.61290323,Sharp,9.178082192,Angry Purple,10.15151515,Katana,13.4,Silver Chain Necklace,10.80645161,Cowboy Hat,21.61290323,Disco Ball,23.10344828
00469,188.3279409,475,Lilac,33.5,None,1.942028986,Gray,8.58974359,Green Hawaiian Shirt,39.41176471,Gold Tooth,14.25531915,Assassin Green,11.3559322,Necronomicon,21.61290323,Gray Collar,16.34146341,Red Beanie,19.70588235,Hanafudu No2,21.61290323
00470,190.5094163,451,Clover Field,31.9047619,None,1.942028986,Green,14.56521739,Pink Suit,26.8,Flopped,11.96428571,Calm Teal,8.815789474,Tie Dye Wine,14.25531915,3D Glasses No1,29.13043478,Purple Beanie,17.63157895,Hanafudu No1,33.5
00471,237.2755751,204,Sunshine,31.9047619,None,1.942028986,Gray,8.58974359,Holiday ERGoat Shirt,31.9047619,Gritted Teeth,8.933333333,Assassin Green,11.3559322,Tie Dye Wine,14.25531915,Rudolph,74.44444444,Afro,29.13043478,Ruby Stud,24.81481481
00472,168.5976248,567,Inverse Day,35.26315789,None,1.942028986,Purple,10.30769231,Pink Suit,26.8,Pierced Tongue,15.95238095,Calm Purple,6.633663366,Trident,19.14285714,Reading Glasses,13.4,Ram Horns,23.92857143,Diamond Stud,15.22727273
00473,217.1364769,300,Hazy Eve,44.66666667,Blue Katana,30.45454545,Yellow,10,Joker Suit,27.91666667,Missing Tooth,9.054054054,Calm Teal,8.815789474,Trident,19.14285714,Reading Glasses,13.4,Blue Afro,27.91666667,Sapphire Stud,25.76923077
00474,192.9073629,438,Movie Foam,35.26315789,None,1.942028986,Brown,11.3559322,Purple Hawaiian Shirt,41.875,Sharp,9.178082192,Angry Red,11.3559322,Christmas Mug,15.95238095,Nose Scar,12.18181818,Green Beanie,20.3030303,Hanafudu No1,33.5
00475,244.8792262,168,Bloodshot,35.26315789,None,1.942028986,Yellow,10,Ripped Suit,15.58139535,Sharp,9.178082192,Ergo,111.6666667,Katana,13.4,Gold Chain Necklace,14.88888889,Afro,29.13043478,None,3.828571429
00476,189.0120351,468,Lilac,33.5,None,1.942028986,Green,14.56521739,White Suit,16.34146341,Pierced Tongue,15.95238095,Angry Purple,10.15151515,Spiked Bat,16.75,Red Collar,12.64150943,Santa Hat,31.9047619,Rainbow Disco Ball,35.26315789
00477,210.7359745,329,Water Hole,37.22222222,None,1.942028986,Green,14.56521739,Pink Suit,26.8,Smirk,11.16666667,Angry Purple,10.15151515,Dragon Ball,37.22222222,Blue Energy,18.10810811,Snowy Tophat,30.45454545,Disco Ball,23.10344828
00478,182.2675012,510,Crime Scene,29.13043478,Red Parrot,18.10810811,Red,11.55172414,Tat Blasted,35.26315789,Smirk,11.16666667,Angry Red,11.3559322,White Wine,13.67346939,Silver Chain Necklace,10.80645161,Green Neon Horns,23.10344828,Safety Pin,18.10810811
00479,312.711329,55,Cloud Light,55.83333333,Bow and Arrows,39.41176471,Pink,10,Santa Sweater,74.44444444,Snake,14.25531915,Crazy Yellow,10.15151515,Candy Cane,51.53846154,Gray Collar,16.34146341,Purple Beanie,17.63157895,Disco Ball,23.10344828
00480,264.7368825,120,Good Morning,111.6666667,Blue Katana,30.45454545,Brown,11.3559322,Ronin Black,16.34146341,Gritted Teeth,8.933333333,Assassin Green,11.3559322,Red Wine,17.17948718,Gray Collar,16.34146341,Ram Horns,23.92857143,Gold Hoop,17.17948718
00481,185.1413876,490,Skinny Dip,22.33333333,None,1.942028986,Brown,11.3559322,Ripped Suit,15.58139535,Smirk,11.16666667,Angry Purple,10.15151515,Coconut,20.9375,Reading Glasses,13.4,Super Blue,74.44444444,None,3.828571429
00482,223.7147045,256,Lilac,33.5,Monkey Tail,30.45454545,Purple,10.30769231,Santa,51.53846154,Tongue Tied,14.88888889,Calm Purple,6.633663366,Cupcake,25.76923077,Green Energy,14.88888889,Flame,31.9047619,None,3.828571429
00483,202.3490377,372,Crime Scene,29.13043478,Blue Katana,30.45454545,Orange,8.701298701,Pink Suit,26.8,Snake,14.25531915,Calm Purple,6.633663366,Spiked Bat,16.75,Reading Glasses,13.4,Royal Guard Hat,30.45454545,Sapphire Stud,25.76923077
00484,236.8594744,206,Sunshine,31.9047619,Angel Wings,14.47826087,Gray,8.58974359,Ronin White,33.5,Sharp,9.178082192,Angry Red,11.3559322,Basketball,30.45454545,Bronze Medal,44.66666667,Dark Horns,27.91666667,Ruby Stud,24.81481481
00485,197.8926867,402,Best Friend,39.41176471,Red Parrot,18.10810811,Purple,10.30769231,Lab Coat No2,22.33333333,Gritted Teeth,8.933333333,Angry Red,11.3559322,Trident,19.14285714,Reading Glasses,13.4,Afro,29.13043478,Sapphire Stud,25.76923077
00486,185.2803325,489,Cloud Light,55.83333333,None,1.942028986,Yellow,10,Ripped Suit,15.58139535,Flopped,11.96428571,Calm Teal,8.815789474,Red Wine,17.17948718,Gray Collar,16.34146341,Dark Horns,27.91666667,Silver Hoop,19.70588235
00487,196.7835164,411,Island in Blood,74.44444444,None,1.942028986,Green,14.56521739,White Suit,16.34146341,Pierced Tongue,15.95238095,Crazy Blue,9.305555556,Trident,19.14285714,Silver Chain Necklace,10.80645161,Royal Guard Hat,30.45454545,None,3.828571429
00488,304.0554854,66,Best Friend,39.41176471,Nine Tales,51.53846154,Gray,8.58974359,Celtics Jersey,95.71428571,Tongue Tied,14.88888889,Assassin Green,11.3559322,Trident,19.14285714,Pentagram,29.13043478,Royal Guard Hat,30.45454545,None,3.828571429
00489,1613.077613,10,Beach,670,None,1.942028986,Orange,8.701298701,Christmas Shirt,670,Grin,8.58974359,Calm Teal,8.815789474,Coconut,20.9375,None,167.5,Xmas Lights,39.41176471,Gold Hoop,17.17948718
00490,168.0188387,569,Dark Pit,55.83333333,None,1.942028986,Purple,10.30769231,White ERGoat Shirt,19.70588235,Sharp,9.178082192,Assassin Green,11.3559322,Necronomicon,21.61290323,Red Collar,12.64150943,Cowboy Hat,21.61290323,None,3.828571429
00491,197.2386911,406,Inverse Day,35.26315789,None,1.942028986,Orange,8.701298701,Holiday Suit,23.92857143,Gritted Teeth,8.933333333,Crazy Yellow,10.15151515,Cocktail,22.33333333,Evil Face Tattoo,19.70588235,Headband,21.61290323,Present,44.66666667
00492,195.5195323,420,Score Line,30.45454545,Devil Tail,37.22222222,Pink,10,Pink Suit,26.8,Gritted Teeth,8.933333333,Calm Purple,6.633663366,Wolverine,12.40740741,Red Energy,17.63157895,Dark Cowboy Hat,23.10344828,Spikes,22.33333333
00493,263.403439,122,Airline Scarf,74.44444444,Demon Wings,51.53846154,Brown,11.3559322,Black ERGoat Shirt,14.25531915,Missing Tooth,9.054054054,Stoned,13.1372549,Tie Dye Wine,14.25531915,Face Cuts,26.8,Dark Ronin Hat,30.45454545,Safety Pin,18.10810811
00494,161.8962297,601,Cheap Red,29.13043478,None,1.942028986,Gray,8.58974359,Pink Suit,26.8,Screaming,10.15151515,Angry Purple,10.15151515,Tie Dye Wine,14.25531915,Pentagram,29.13043478,Blue Afro,27.91666667,None,3.828571429
00495,186.9810964,479,Crime Scene,29.13043478,Red Katana,25.76923077,Purple,10.30769231,Holiday ERGoat Shirt,31.9047619,Missing Tooth,9.054054054,Assassin Gray,13.1372549,Coconut,20.9375,Nose Scar,12.18181818,Green Beanie,20.3030303,Ergo Chain,14.25531915
00496,249.9977975,152,Pinot Noir Film,31.9047619,Buster Sword,74.44444444,Teal,8.815789474,Baphomet,21.61290323,Smirk,11.16666667,Crazy Yellow,10.15151515,Snowball,20.3030303,Green Scouter,44.66666667,Rambo,23.10344828,None,3.828571429
00497,212.3101338,324,Sun Belt,37.22222222,Red Katana,25.76923077,Pink,10,Lab Coat No1,20.9375,Sharp,9.178082192,Super,41.875,Tie Dye Wine,14.25531915,Green Energy,14.88888889,Ram Horns,23.92857143,Ergo Chain,14.25531915
00498,160.2374678,611,Skyism,35.26315789,None,1.942028986,Orange,8.701298701,White ERGoat Shirt,19.70588235,Flopped,11.96428571,Calm Teal,8.815789474,Wolverine,12.40740741,Gray Collar,16.34146341,Blue Afro,27.91666667,Gold Hoop,17.17948718
00499,165.5058336,581,Mustard,31.9047619,None,1.942028986,Purple,10.30769231,Lab Coat No2,22.33333333,Sharp,9.178082192,Calm Teal,8.815789474,Katana,13.4,Evil Face Tattoo,19.70588235,Ronin Hat,24.81481481,Pentagram,23.10344828
00500,165.0539673,584,Inverse Day,35.26315789,None,1.942028986,Orange,8.701298701,Black Suit,14.56521739,Smirk,11.16666667,Shoujo,39.41176471,White Wine,13.67346939,Green Energy,14.88888889,Headband,21.61290323,None,3.828571429
00501,344.4323934,36,Hex Orange,74.44444444,Bumble Bee,55.83333333,Red,11.55172414,Goku Gi,83.75,Gold Tooth,14.25531915,Assassin Gray,13.1372549,Cocktail,22.33333333,Green Energy,14.88888889,War Helmet,31.9047619,Spikes,22.33333333
00502,180.2862034,519,Hazy Eve,44.66666667,None,1.942028986,Brown,11.3559322,Holiday Suit,23.92857143,Tongue Tied,14.88888889,Angry Purple,10.15151515,White Wine,13.67346939,Silver Chain Necklace,10.80645161,Rambo,23.10344828,Snowman,25.76923077
00503,206.1746112,353,Rojo,30.45454545,None,1.942028986,Red,11.55172414,Ronin Black,16.34146341,Screaming,10.15151515,Shoujo,39.41176471,White Wine,13.67346939,Pentagram,29.13043478,Santa Hat,31.9047619,Hanafudu No2,21.61290323
00504,298.6645573,74,Copper Battery,134,Red Katana,25.76923077,Brown,11.3559322,Holiday Suit,23.92857143,Snake,14.25531915,Assassin Green,11.3559322,Spiked Bat,16.75,Gray Collar,16.34146341,Blue Flame,26.8,Safety Pin,18.10810811
00505,248.7630308,157,Score Line,30.45454545,None,1.942028986,Red,11.55172414,Orange Hawaiian Shirt,74.44444444,Sharp,9.178082192,Kawaii,47.85714286,Trident,19.14285714,Silver Chain Necklace,10.80645161,Afro,29.13043478,Ergo Chain,14.25531915
00506,186.9083657,480,Best Friend,39.41176471,None,1.942028986,Yellow,10,Holiday Suit,23.92857143,Screaming,10.15151515,Calm Purple,6.633663366,Dragon Ball,37.22222222,Nose Scar,12.18181818,Horns,23.10344828,Spikes,22.33333333
00507,196.6651286,412,Score Line,30.45454545,None,1.942028986,Purple,10.30769231,Black ERGoat Shirt,14.25531915,Smirk,11.16666667,Super,41.875,Basketball,30.45454545,Reading Glasses,13.4,Red Beanie,19.70588235,Pentagram,23.10344828
00508,153.9733103,635,Sacre Bleu,29.13043478,None,1.942028986,Brown,11.3559322,Ronin Black,16.34146341,Screaming,10.15151515,Assassin Gray,13.1372549,Cigarette,15.95238095,Red Energy,17.63157895,Green Neon Horns,23.10344828,Diamond Stud,15.22727273
00509,141.0125062,664,Cheap Red,29.13043478,None,1.942028986,Brown,11.3559322,White Suit,16.34146341,Missing Tooth,9.054054054,Assassin Gray,13.1372549,Coconut,20.9375,Nose Scar,12.18181818,Green Neon Horns,23.10344828,None,3.828571429
00510,258.776894,130,Sacre Bleu,29.13043478,Rainbow Demon Wings,95.71428571,Yellow,10,Pink Suit,26.8,Flopped,11.96428571,Calm Purple,6.633663366,Wolverine,12.40740741,Bronze Medal,44.66666667,Purple Beanie,17.63157895,None,3.828571429
00511,238.0074716,200,Crime Scene,29.13043478,None,1.942028986,Yellow,10,Goku Gi,83.75,Snake,14.25531915,Angry Purple,10.15151515,Red Wine,17.17948718,Green Scouter,44.66666667,Green Neon Horns,23.10344828,None,3.828571429
00512,314.8416627,52,Island in Blood,74.44444444,Bumble Bee,55.83333333,Yellow,10,Bulls Jersey,51.53846154,Flopped,11.96428571,Angry Purple,10.15151515,Snowball,20.3030303,Gold Chain Necklace,14.88888889,Dark Ronin Hat,30.45454545,Rainbow Disco Ball,35.26315789
00513,270.3419006,112,Cheap Red,29.13043478,None,1.942028986,Green,14.56521739,White ERGoat Shirt,19.70588235,Gritted Teeth,8.933333333,Angry Red,11.3559322,Candy Cane,51.53846154,Red Collar,12.64150943,Halo,95.71428571,Ruby Stud,24.81481481
00514,219.210521,291,Psycho,41.875,Nine Tales,51.53846154,Red,11.55172414,White ERGoat Shirt,19.70588235,Grin,8.58974359,Stoned,13.1372549,Spiked Bat,16.75,Pentagram,29.13043478,Rambo,23.10344828,None,3.828571429
00515,204.6789141,362,Red Window,47.85714286,Monkey Tail,30.45454545,Teal,8.815789474,Ronin Black,16.34146341,Grin,8.58974359,Crazy Yellow,10.15151515,Spirit Gun,22.33333333,Blue Energy,18.10810811,Blue Flame,26.8,Diamond Stud,15.22727273
00516,155.7049476,630,Sacre Bleu,29.13043478,None,1.942028986,Teal,8.815789474,Baphomet,21.61290323,Missing Tooth,9.054054054,Angry Purple,10.15151515,Spirit Gun,22.33333333,3D Glasses No1,29.13043478,Red Beanie,19.70588235,None,3.828571429
00517,255.831,137,Movie Foam,35.26315789,None,1.942028986,Orange,8.701298701,Yellow Ninja Armor,111.6666667,Gold Tooth,14.25531915,Assassin Green,11.3559322,Katana,13.4,Green Energy,14.88888889,Orange Afro,29.13043478,Diamond Stud,15.22727273
00518,195.5088488,421,Forever Sunshine,27.91666667,None,1.942028986,Purple,10.30769231,White ERGoat Shirt,19.70588235,Sharp,9.178082192,Angry Red,11.3559322,Spiked Bat,16.75,Green Scouter,44.66666667,Dark Horns,27.91666667,Sapphire Stud,25.76923077
00519,163.8769356,592,Clover Field,31.9047619,None,1.942028986,Teal,8.815789474,Lab Coat No1,20.9375,Screaming,10.15151515,Crazy Yellow,10.15151515,Snowball,20.3030303,Red Energy,17.63157895,Red Beanie,19.70588235,Spikes,22.33333333
00520,160.6279817,608,Sacre Bleu,29.13043478,None,1.942028986,Teal,8.815789474,Black ERGoat Shirt,14.25531915,Sharp,9.178082192,Angry Red,11.3559322,Basketball,30.45454545,3D Glasses No2,20.9375,Green Beanie,20.3030303,Ergo Chain,14.25531915
00521,157.0830848,624,Watermelon,31.9047619,None,1.942028986,Teal,8.815789474,White ERGoat Shirt,19.70588235,Gritted Teeth,8.933333333,Assassin Gray,13.1372549,Tie Dye Wine,14.25531915,Nose Scar,12.18181818,Rambo,23.10344828,Pentagram,23.10344828
00522,222.3615491,270,Water Hole,37.22222222,Rainbow Angel Wings,67,Teal,8.815789474,Baphomet,21.61290323,Flopped,11.96428571,Calm Purple,6.633663366,White Wine,13.67346939,Evil Face Tattoo,19.70588235,War Helmet,31.9047619,None,3.828571429
00523,254.9035643,140,Cheap Red,29.13043478,Monkey Tail,30.45454545,Blue,9.436619718,Goats Jersey,67,Snake,14.25531915,Calm Teal,8.815789474,Wolverine,12.40740741,Face Cuts,26.8,Rambo,23.10344828,Hanafudu No1,33.5
00524,160.8489937,606,Sacre Bleu,29.13043478,None,1.942028986,Orange,8.701298701,Bulls Jersey,51.53846154,Missing Tooth,9.054054054,Stoned,13.1372549,Wolverine,12.40740741,Silver Chain Necklace,10.80645161,Green Beanie,20.3030303,None,3.828571429
00525,170.2810312,556,Monochrome,27.91666667,Blue Parrot,37.22222222,Pink,10,White Suit,16.34146341,Flopped,11.96428571,Assassin Green,11.3559322,Wolverine,12.40740741,Red Energy,17.63157895,Cowboy Hat,21.61290323,None,3.828571429
00526,173.6442347,544,Sun Belt,37.22222222,None,1.942028986,Red,11.55172414,Black Suit,14.56521739,Missing Tooth,9.054054054,Calm Purple,6.633663366,Flame,22.33333333,Blue Energy,18.10810811,Horns,23.10344828,Snow Globe,29.13043478
00527,156.0595976,628,Sun Belt,37.22222222,None,1.942028986,Brown,11.3559322,Black Suit,14.56521739,Screaming,10.15151515,Crazy Yellow,10.15151515,Cigarette,15.95238095,Reading Glasses,13.4,Red Beanie,19.70588235,Hanafudu No2,21.61290323
00528,218.8584212,293,Pinot Noir Film,31.9047619,Nine Tales,51.53846154,Blue,9.436619718,Joker Suit,27.91666667,Missing Tooth,9.054054054,Assassin Gray,13.1372549,Tie Dye Wine,14.25531915,Nose Scar,12.18181818,Green Beanie,20.3030303,Snow Globe,29.13043478
00529,161.4303475,604,Summer,35.26315789,None,1.942028986,Yellow,10,Holiday Suit,23.92857143,Pierced Tongue,15.95238095,Calm Teal,8.815789474,Wolverine,12.40740741,Reading Glasses,13.4,Headband,21.61290323,Safety Pin,18.10810811
00530,226.0286705,247,Clover Field,31.9047619,None,1.942028986,Yellow,10,Black Suit,14.56521739,Tongue Tied,14.88888889,Calm Purple,6.633663366,Spiked Bat,16.75,Rudolph,74.44444444,Afro,29.13043478,Snowman,25.76923077
00531,210.4199986,333,Peach Line,67,Blue Katana,30.45454545,Gray,8.58974359,Lab Coat No1,20.9375,Screaming,10.15151515,Calm Purple,6.633663366,Necronomicon,21.61290323,Blue Energy,18.10810811,Horns,23.10344828,None,3.828571429
00532,130.5855814,669,Rojo,30.45454545,None,1.942028986,Brown,11.3559322,Black ERGoat Shirt,14.25531915,Gritted Teeth,8.933333333,Angry Purple,10.15151515,Red Wine,17.17948718,Nose Scar,12.18181818,Green Beanie,20.3030303,None,3.828571429
00533,190.1021279,456,Movie Foam,35.26315789,None,1.942028986,Teal,8.815789474,Tat Blasted,35.26315789,Snake,14.25531915,Calm Teal,8.815789474,Spirit Gun,22.33333333,Pentagram,29.13043478,Royal Guard Hat,30.45454545,None,3.828571429
00534,206.0318259,355,Clover Field,31.9047619,Red Katana,25.76923077,Red,11.55172414,Tat Blasted,35.26315789,Grin,8.58974359,Angry Purple,10.15151515,White Wine,13.67346939,Mustache,27.91666667,Rambo,23.10344828,Safety Pin,18.10810811
00535,149.7538775,648,Forever Sunshine,27.91666667,None,1.942028986,Purple,10.30769231,Black Suit,14.56521739,Gritted Teeth,8.933333333,Angry Purple,10.15151515,Christmas Mug,15.95238095,Green Energy,14.88888889,Dark Horns,27.91666667,Gold Hoop,17.17948718
00536,183.4526398,502,Sun Belt,37.22222222,Bow and Arrows,39.41176471,Orange,8.701298701,Ripped Suit,15.58139535,Grin,8.58974359,Angry Red,11.3559322,Cigarette,15.95238095,Evil Face Tattoo,19.70588235,Dark Cowboy Hat,23.10344828,None,3.828571429
00537,301.714137,70,Sun Belt,37.22222222,Buster Sword,74.44444444,Teal,8.815789474,Orange Hawaiian Shirt,74.44444444,Screaming,10.15151515,Calm Purple,6.633663366,Snowball,20.3030303,Red Energy,17.63157895,Dark Ronin Hat,30.45454545,Hanafudu No2,21.61290323
00538,256.2288666,136,Cherry Blossom,95.71428571,None,1.942028986,Pink,10,Holiday Suit,23.92857143,Smirk,11.16666667,Assassin Gray,13.1372549,Christmas Mug,15.95238095,Blue Energy,18.10810811,Headband,21.61290323,Present,44.66666667
00539,285.1318932,88,Sunshine,31.9047619,Nine Tales,51.53846154,Brown,11.3559322,Dark Santa,83.75,Gritted Teeth,8.933333333,Crazy Yellow,10.15151515,Basketball,30.45454545,Evil Face Tattoo,19.70588235,Purple Beanie,17.63157895,Silver Hoop,19.70588235
00540,231.3330087,227,Score Line,30.45454545,Blue Katana,30.45454545,Brown,11.3559322,Blue Ninja Armor,47.85714286,Snake,14.25531915,Super,41.875,Tie Dye Wine,14.25531915,Nose Scar,12.18181818,Ronin Hat,24.81481481,None,3.828571429
